name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LP1-LP2	SEEG	V	n/a	n/a	bipolar	LP	1000	depth	n/a
LP2-LP3	SEEG	V	n/a	n/a	bipolar	LP	1000	depth	n/a
LP3-LP4	SEEG	V	n/a	n/a	bipolar	LP	1000	depth	n/a
LP4-LP5	SEEG	V	n/a	n/a	bipolar	LP	1000	depth	n/a
LP5-LP6	SEEG	V	n/a	n/a	bipolar	LP	1000	depth	n/a
LP6-LP7	SEEG	V	n/a	n/a	bipolar	LP	1000	depth	n/a
LP7-LP8	SEEG	V	n/a	n/a	bipolar	LP	1000	depth	n/a
LFB1-LFB2	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB2-LFB3	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB3-LFB4	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB4-LFB5	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB5-LFB6	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB6-LFB7	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB7-LFB8	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB8-LFB9	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB10-LFB9	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB10-LFB11	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB11-LFB12	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB12-LFB13	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB13-LFB14	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
LFB14-LFB15	SEEG	V	n/a	n/a	bipolar	LFB	1000	depth	n/a
RA1-RA2	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA2-RA3	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA3-RA4	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA4-RA5	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA5-RA6	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA6-RA7	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA7-RA8	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA8-RA9	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA10-RA11	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA10-RA9	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA11-RA12	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA12-RA13	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA13-RA14	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA14-RA15	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA15-RA16	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA16-RA17	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA17-RA18	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RFB1-RFB2	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB2-RFB3	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB3-RFB4	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB4-RFB5	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB5-RFB6	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB6-RFB7	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB7-RFB8	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB8-RFB9	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB10-RFB9	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB10-RFB11	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RFB11-RFB12	SEEG	V	n/a	n/a	bipolar	RFB	1000	depth	n/a
RMTP1-RMTP2	SEEG	V	n/a	n/a	bipolar	RMTP	1000	depth	n/a
RMTP2-RMTP3	SEEG	V	n/a	n/a	bipolar	RMTP	1000	depth	n/a
RMTP3-RMTP4	SEEG	V	n/a	n/a	bipolar	RMTP	1000	depth	n/a
RMTP4-RMTP5	SEEG	V	n/a	n/a	bipolar	RMTP	1000	depth	n/a
RMTP5-RMTP6	SEEG	V	n/a	n/a	bipolar	RMTP	1000	depth	n/a
RMTP6-RMTP7	SEEG	V	n/a	n/a	bipolar	RMTP	1000	depth	n/a
RMTP7-RMTP8	SEEG	V	n/a	n/a	bipolar	RMTP	1000	depth	n/a
RSTM1-RSTM2	SEEG	V	n/a	n/a	bipolar	RSTM	1000	depth	n/a
RSTM2-RSTM3	SEEG	V	n/a	n/a	bipolar	RSTM	1000	depth	n/a
RSTM3-RSTM4	SEEG	V	n/a	n/a	bipolar	RSTM	1000	depth	n/a
RSTM4-RSTM5	SEEG	V	n/a	n/a	bipolar	RSTM	1000	depth	n/a
RSTM5-RSTM6	SEEG	V	n/a	n/a	bipolar	RSTM	1000	depth	n/a
RSTM6-RSTM7	SEEG	V	n/a	n/a	bipolar	RSTM	1000	depth	n/a
RSTM7-RSTM8	SEEG	V	n/a	n/a	bipolar	RSTM	1000	depth	n/a
RSTP1-RSTP2	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP2-RSTP3	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP3-RSTP4	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP4-RSTP5	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP5-RSTP6	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP6-RSTP7	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP7-RSTP8	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP8-RSTP9	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP10-RSTP9	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP10-RSTP11	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSTP11-RSTP12	SEEG	V	n/a	n/a	bipolar	RSTP	1000	depth	n/a
RSFG1-RSFG2	SEEG	V	n/a	n/a	bipolar	RSFG	1000	depth	n/a
RSFG2-RSFG3	SEEG	V	n/a	n/a	bipolar	RSFG	1000	depth	n/a
RSFG3-RSFG4	SEEG	V	n/a	n/a	bipolar	RSFG	1000	depth	n/a
RSFG4-RSFG5	SEEG	V	n/a	n/a	bipolar	RSFG	1000	depth	n/a
RSFG5-RSFG6	SEEG	V	n/a	n/a	bipolar	RSFG	1000	depth	n/a
RSFG6-RSFG7	SEEG	V	n/a	n/a	bipolar	RSFG	1000	depth	n/a
RSFG7-RSFG8	SEEG	V	n/a	n/a	bipolar	RSFG	1000	depth	n/a
