name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
RO1-RO2	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO2-RO3	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO3-RO4	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO4-RO5	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO5-RO6	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO6-RO7	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO7-RO8	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO8-RO9	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO10-RO9	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO10-RO11	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RO11-RO12	SEEG	V	n/a	n/a	bipolar	RO	1000	depth	n/a
RV1-RV2	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV2-RV3	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV3-RV4	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV4-RV5	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV5-RV6	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV6-RV7	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV7-RV8	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV8-RV9	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV10-RV11	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV10-RV9	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
RV11-RV12	SEEG	V	n/a	n/a	bipolar	RV	1000	depth	n/a
ROpA1-ROpA2	SEEG	V	n/a	n/a	bipolar	ROpA	1000	depth	n/a
ROpA2-ROpA3	SEEG	V	n/a	n/a	bipolar	ROpA	1000	depth	n/a
ROpA3-ROpA4	SEEG	V	n/a	n/a	bipolar	ROpA	1000	depth	n/a
ROpA4-ROpA5	SEEG	V	n/a	n/a	bipolar	ROpA	1000	depth	n/a
ROpP1-ROpP2	SEEG	V	n/a	n/a	bipolar	ROpP	1000	depth	n/a
ROpP2-ROpP3	SEEG	V	n/a	n/a	bipolar	ROpP	1000	depth	n/a
ROpP3-ROpP4	SEEG	V	n/a	n/a	bipolar	ROpP	1000	depth	n/a
ROpP4-ROpP5	SEEG	V	n/a	n/a	bipolar	ROpP	1000	depth	n/a
ROpP5-ROpP6	SEEG	V	n/a	n/a	bipolar	ROpP	1000	depth	n/a
ROpP6-ROpP7	SEEG	V	n/a	n/a	bipolar	ROpP	1000	depth	n/a
ROpP7-ROpP8	SEEG	V	n/a	n/a	bipolar	ROpP	1000	depth	n/a
RPB1-RPB2	SEEG	V	n/a	n/a	bipolar	RPB	1000	depth	n/a
RPB2-RPB3	SEEG	V	n/a	n/a	bipolar	RPB	1000	depth	n/a
RPB3-RPB4	SEEG	V	n/a	n/a	bipolar	RPB	1000	depth	n/a
RPB4-RPB5	SEEG	V	n/a	n/a	bipolar	RPB	1000	depth	n/a
RPB5-RPB6	SEEG	V	n/a	n/a	bipolar	RPB	1000	depth	n/a
RPB6-RPB7	SEEG	V	n/a	n/a	bipolar	RPB	1000	depth	n/a
RPB7-RPB8	SEEG	V	n/a	n/a	bipolar	RPB	1000	depth	n/a
RK1-RK2	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK2-RK3	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK3-RK4	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK4-RK5	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK5-RK6	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK6-RK7	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK7-RK8	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK8-RK9	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK10-RK9	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK10-RK11	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK11-RK12	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK12-RK13	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK13-RK14	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
RK14-RK15	SEEG	V	n/a	n/a	bipolar	RK	1000	depth	n/a
ROpM1-ROpM2	SEEG	V	n/a	n/a	bipolar	ROpM	1000	depth	n/a
ROpM2-ROpM3	SEEG	V	n/a	n/a	bipolar	ROpM	1000	depth	n/a
ROpM3-ROpM4	SEEG	V	n/a	n/a	bipolar	ROpM	1000	depth	n/a
ROpM4-ROpM5	SEEG	V	n/a	n/a	bipolar	ROpM	1000	depth	n/a
RQ1-RQ2	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ2-RQ3	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ3-RQ4	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ4-RQ5	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RSMA1-RSMA2	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RSMA2-RSMA3	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RSMA3-RSMA4	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RSMA4-RSMA5	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RSMA5-RSMA6	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RSMA6-RSMA7	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RSMA7-RSMA8	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RSMA8-RSMA9	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RSMA10-RSMA9	SEEG	V	n/a	n/a	bipolar	RSMA	1000	depth	n/a
RI1-RI2	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI2-RI3	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI3-RI4	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI4-RI5	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI5-RI6	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI6-RI7	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI7-RI8	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI8-RI9	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI10-RI9	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI10-RI11	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI11-RI12	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI12-RI13	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI13-RI14	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI14-RI15	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI15-RI16	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI16-RI17	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
RI17-RI18	SEEG	V	n/a	n/a	bipolar	RI	1000	depth	n/a
LA1-LA2	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA2-LA3	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA3-LA4	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA4-LA5	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA5-LA6	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA6-LA7	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA7-LA8	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA8-LA9	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA10-LA11	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA10-LA9	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA11-LA12	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LB1-LB2	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB2-LB3	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB3-LB4	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB4-LB5	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
