name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LR1-LR2	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR2-LR3	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR3-LR4	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR4-LR5	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR5-LR6	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR6-LR7	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR7-LR8	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR8-LR9	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR10-LR9	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR10-LR11	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LR11-LR12	SEEG	V	n/a	n/a	bipolar	LR	1000	depth	n/a
LA1-LA2	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA2-LA3	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA3-LA4	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA4-LA5	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA5-LA6	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA6-LA7	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA7-LA8	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA8-LA9	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA10-LA11	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA10-LA9	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LA11-LA12	SEEG	V	n/a	n/a	bipolar	LA	1000	depth	n/a
LB1-LB2	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB2-LB3	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB3-LB4	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB4-LB5	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB5-LB6	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB6-LB7	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB7-LB8	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB8-LB9	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB10-LB11	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB10-LB9	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB11-LB12	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LC1-LC2	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC2-LC3	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC3-LC4	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC4-LC5	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC5-LC6	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC6-LC7	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC7-LC8	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC8-LC9	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC10-LC9	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC10-LC11	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC11-LC12	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LQ1-LQ2	SEEG	V	n/a	n/a	bipolar	LQ	1000	depth	n/a
LQ2-LQ3	SEEG	V	n/a	n/a	bipolar	LQ	1000	depth	n/a
LQ3-LQ4	SEEG	V	n/a	n/a	bipolar	LQ	1000	depth	n/a
LQ4-LQ5	SEEG	V	n/a	n/a	bipolar	LQ	1000	depth	n/a
LQ5-LQ6	SEEG	V	n/a	n/a	bipolar	LQ	1000	depth	n/a
LQ6-LQ7	SEEG	V	n/a	n/a	bipolar	LQ	1000	depth	n/a
