name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LI1-LI2	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI2-LI3	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI3-LI4	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI4-LI5	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI5-LI6	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI6-LI7	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI7-LI8	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI8-LI9	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI9-LI10	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI10-LI11	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI11-LI12	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI12-LI13	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI13-LI14	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI14-LI15	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI15-LI16	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI16-LI17	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI17-LI18	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LI18-LI1	SEEG	V	n/a	n/a	bipolar	LI	1000	depth	n/a
LQS1-LQS2	SEEG	V	n/a	n/a	bipolar	LQS	1000	depth	n/a
LQS2-LQS3	SEEG	V	n/a	n/a	bipolar	LQS	1000	depth	n/a
LQS3-LQS4	SEEG	V	n/a	n/a	bipolar	LQS	1000	depth	n/a
LQS4-LQS5	SEEG	V	n/a	n/a	bipolar	LQS	1000	depth	n/a
LQS5-LQS1	SEEG	V	n/a	n/a	bipolar	LQS	1000	depth	n/a
LQI1-LQI2	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
LQI2-LQI3	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
LQI3-LQI4	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
LQI4-LQI5	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
LQI5-LQI6	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
LQI6-LQI7	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
LQI7-LQI8	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
LQI8-LQI9	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
LQI9-LQI1	SEEG	V	n/a	n/a	bipolar	LQI	1000	depth	n/a
RD1-RD2	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD2-RD3	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD3-RD4	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD4-RD5	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD5-RD6	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD6-RD7	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD7-RD8	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD8-RD9	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD9-RD10	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD10-RD11	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD11-RD12	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD12-RD13	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD13-RD14	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD14-RD15	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RD15-RD1	SEEG	V	n/a	n/a	bipolar	RD	1000	depth	n/a
RC1-RC2	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC2-RC3	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC3-RC4	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC4-RC5	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC5-RC6	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC6-RC7	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC7-RC8	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC8-RC9	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC9-RC10	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC10-RC11	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC11-RC12	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC12-RC1	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
LQA1-LQA2	SEEG	V	n/a	n/a	bipolar	LQA	1000	depth	n/a
LQA2-LQA3	SEEG	V	n/a	n/a	bipolar	LQA	1000	depth	n/a
LQA3-LQA4	SEEG	V	n/a	n/a	bipolar	LQA	1000	depth	n/a
LQA4-LQA5	SEEG	V	n/a	n/a	bipolar	LQA	1000	depth	n/a
LQA5-LQA6	SEEG	V	n/a	n/a	bipolar	LQA	1000	depth	n/a
LQA6-LQA7	SEEG	V	n/a	n/a	bipolar	LQA	1000	depth	n/a
LQA7-LQA8	SEEG	V	n/a	n/a	bipolar	LQA	1000	depth	n/a
LQA8-LQA1	SEEG	V	n/a	n/a	bipolar	LQA	1000	depth	n/a
RB1-RB2	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB2-RB3	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB3-RB4	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB4-RB5	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB5-RB6	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB6-RB7	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB7-RB8	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB8-RB9	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB9-RB10	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RB10-RB1	SEEG	V	n/a	n/a	bipolar	RB	1000	depth	n/a
RA1-RA2	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA2-RA3	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA3-RA4	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA4-RA5	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA5-RA6	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA6-RA7	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA7-RA8	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA8-RA9	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA9-RA10	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA10-RA11	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA11-RA12	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
RA12-RA1	SEEG	V	n/a	n/a	bipolar	RA	1000	depth	n/a
LK1-LK2	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK3-LK4	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK4-LK5	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK5-LK6	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK6-LK7	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK7-LK8	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK8-LK9	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK9-LK10	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK10-LK11	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK11-LK12	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK12-LK13	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK13-LK14	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK14-LK15	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK15-LK16	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK16-LK17	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK17-LK18	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
LK18-LK3	SEEG	V	n/a	n/a	bipolar	LK	1000	depth	n/a
RQ1-RQ2	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ2-RQ3	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ3-RQ4	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ4-RQ5	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ5-RQ6	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ6-RQ7	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ7-RQ8	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ8-RQ9	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ9-RQ10	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ10-RQ11	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ11-RQ12	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
RQ12-RQ1	SEEG	V	n/a	n/a	bipolar	RQ	1000	depth	n/a
