name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LB1-LB2	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB2-LB3	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB3-LB4	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB4-LB5	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB5-LB6	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB6-LB7	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB7-LB8	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB8-LB9	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LB10-LB9	SEEG	V	n/a	n/a	bipolar	LB	1000	depth	n/a
LC1-LC2	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC2-LC3	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC3-LC4	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC4-LC5	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC5-LC6	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC6-LC7	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC7-LC8	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC8-LC9	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LC10-LC9	SEEG	V	n/a	n/a	bipolar	LC	1000	depth	n/a
LY1-LY2	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LY2-LY3	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LY3-LY4	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LY4-LY5	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LY5-LY6	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LY6-LY7	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LY7-LY8	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LY8-LY9	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LY10-LY9	SEEG	V	n/a	n/a	bipolar	LY	1000	depth	n/a
LZ1-LZ2	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LZ2-LZ3	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LZ3-LZ4	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LZ4-LZ5	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LZ5-LZ6	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LZ6-LZ7	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LZ7-LZ8	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LZ8-LZ9	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LZ10-LZ9	SEEG	V	n/a	n/a	bipolar	LZ	1000	depth	n/a
LT1-LT2	SEEG	V	n/a	n/a	bipolar	LT	1000	depth	n/a
LT2-LT3	SEEG	V	n/a	n/a	bipolar	LT	1000	depth	n/a
LT3-LT4	SEEG	V	n/a	n/a	bipolar	LT	1000	depth	n/a
LT4-LT5	SEEG	V	n/a	n/a	bipolar	LT	1000	depth	n/a
LT5-LT6	SEEG	V	n/a	n/a	bipolar	LT	1000	depth	n/a
LT6-LT7	SEEG	V	n/a	n/a	bipolar	LT	1000	depth	n/a
LT7-LT8	SEEG	V	n/a	n/a	bipolar	LT	1000	depth	n/a
