name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LB1-LB2	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LB2-LB3	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LB3-LB4	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LB4-LB5	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LB5-LB6	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LB6-LB7	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LB7-LB8	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LB8-LB9	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LB10-LB9	ECOG	V	n/a	n/a	bipolar	LB	1000	strip	n/a
LA1-LA2	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LA2-LA3	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LA3-LA4	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LA4-LA5	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LA5-LA6	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LA6-LA7	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LA7-LA8	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LA8-LA9	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LA10-LA9	ECOG	V	n/a	n/a	bipolar	LA	1000	strip	n/a
LU1-LU2	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LU2-LU3	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LU3-LU4	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LU4-LU5	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LU5-LU6	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LU6-LU7	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LU7-LU8	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LU8-LU9	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LU10-LU9	ECOG	V	n/a	n/a	bipolar	LU	1000	strip	n/a
LT1-LT2	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LT2-LT3	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LT3-LT4	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LT4-LT5	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LT5-LT6	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LT6-LT7	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LT7-LT8	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LT8-LT9	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LT10-LT9	ECOG	V	n/a	n/a	bipolar	LT	1000	strip	n/a
LF1-LF2	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF2-LF3	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF3-LF4	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF4-LF5	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF7-LF8	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF8-LF9	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LF10-LF9	ECOG	V	n/a	n/a	bipolar	LF	1000	strip	n/a
LC1-LC2	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LC2-LC3	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LC3-LC4	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LC4-LC5	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LC5-LC6	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LC6-LC7	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LC7-LC8	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LC8-LC9	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LC10-LC9	ECOG	V	n/a	n/a	bipolar	LC	1000	strip	n/a
LX1-LX2	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LX2-LX3	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LX3-LX4	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LX4-LX5	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LX5-LX6	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LX6-LX7	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LX7-LX8	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LX8-LX9	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LX10-LX9	ECOG	V	n/a	n/a	bipolar	LX	1000	strip	n/a
LR1-LR2	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LR2-LR3	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LR3-LR4	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LR4-LR5	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LR5-LR6	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LR6-LR7	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LR7-LR8	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LR8-LR9	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LR10-LR9	ECOG	V	n/a	n/a	bipolar	LR	1000	strip	n/a
LO1-LO2	ECOG	V	n/a	n/a	bipolar	LO	1000	strip	n/a
LO2-LO3	ECOG	V	n/a	n/a	bipolar	LO	1000	strip	n/a
LO3-LO4	ECOG	V	n/a	n/a	bipolar	LO	1000	strip	n/a
LO4-LO5	ECOG	V	n/a	n/a	bipolar	LO	1000	strip	n/a
LO7-LO8	ECOG	V	n/a	n/a	bipolar	LO	1000	strip	n/a
LO8-LO9	ECOG	V	n/a	n/a	bipolar	LO	1000	strip	n/a
LO10-LO9	ECOG	V	n/a	n/a	bipolar	LO	1000	strip	n/a
LQ1-LQ2	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ2-LQ3	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ3-LQ4	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ4-LQ5	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ5-LQ6	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ6-LQ7	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ7-LQ8	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ8-LQ9	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ10-LQ9	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ10-LQ11	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ11-LQ12	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ12-LQ13	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LQ13-LQ14	ECOG	V	n/a	n/a	bipolar	LQ	1000	strip	n/a
LY1-LY2	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY2-LY3	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY3-LY4	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY4-LY5	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY5-LY6	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY6-LY7	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY7-LY8	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY8-LY9	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY10-LY9	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY10-LY11	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY11-LY12	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY12-LY13	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY13-LY14	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY14-LY15	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
LY15-LY16	ECOG	V	n/a	n/a	bipolar	LY	1000	strip	n/a
