name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LMF1-LMF2	SEEG	V	n/a	n/a	bipolar	LMF	1000	depth	n/a
LMF2-LMF3	SEEG	V	n/a	n/a	bipolar	LMF	1000	depth	n/a
LMF3-LMF4	SEEG	V	n/a	n/a	bipolar	LMF	1000	depth	n/a
LMF4-LMF5	SEEG	V	n/a	n/a	bipolar	LMF	1000	depth	n/a
LMF5-LMF6	SEEG	V	n/a	n/a	bipolar	LMF	1000	depth	n/a
LMF6-LMF7	SEEG	V	n/a	n/a	bipolar	LMF	1000	depth	n/a
LMF7-LMF8	SEEG	V	n/a	n/a	bipolar	LMF	1000	depth	n/a
LPO1-LPO2	SEEG	V	n/a	n/a	bipolar	LPO	1000	depth	n/a
LPO2-LPO3	SEEG	V	n/a	n/a	bipolar	LPO	1000	depth	n/a
LPO3-LPO4	SEEG	V	n/a	n/a	bipolar	LPO	1000	depth	n/a
LPO4-LPO5	SEEG	V	n/a	n/a	bipolar	LPO	1000	depth	n/a
LPO5-LPO6	SEEG	V	n/a	n/a	bipolar	LPO	1000	depth	n/a
LPO6-LPO7	SEEG	V	n/a	n/a	bipolar	LPO	1000	depth	n/a
LPO7-LPO8	SEEG	V	n/a	n/a	bipolar	LPO	1000	depth	n/a
LBB1-LBB2	SEEG	V	n/a	n/a	bipolar	LBB	1000	depth	n/a
LBB2-LBB3	SEEG	V	n/a	n/a	bipolar	LBB	1000	depth	n/a
LBB3-LBB4	SEEG	V	n/a	n/a	bipolar	LBB	1000	depth	n/a
LBB4-LBB5	SEEG	V	n/a	n/a	bipolar	LBB	1000	depth	n/a
LBB5-LBB6	SEEG	V	n/a	n/a	bipolar	LBB	1000	depth	n/a
LBB6-LBB7	SEEG	V	n/a	n/a	bipolar	LBB	1000	depth	n/a
LBB7-LBB8	SEEG	V	n/a	n/a	bipolar	LBB	1000	depth	n/a
LBC1-LBC2	SEEG	V	n/a	n/a	bipolar	LBC	1000	depth	n/a
